PID,Sale_Price
527356060,165454.7
528186080,292529.8
906475200,221549.7
909278020,130091.9
528231050,201062.6
535380110,88254.3
535175070,141997.3
903228060,127457.7
528170070,256739.7
904301060,176151
902207170,84560.5
535325320,134566.5
907275150,315853.1
535175030,155713.2
902105110,122759.2
910204050,150420.5
527146135,276219.9
528235000,176310
528275070,238186.2
527353080,181669
905478030,132641.5
533352170,173649.6
535457010,142667.3
924152030,217350.9
532377050,141643.1
533252020,168264.2
923225300,88594.3
923228220,84587.2
535303030,163390.5
906223210,237850.4
535402070,150799.3
906394020,208400.7
906403060,219770.4
534151120,227178.1
907135040,153390
528116010,340233.3
903429010,128590.7
533253070,206690.2
902406030,115157.2
903201080,169030.1
908204160,80541.8
908250040,111763.3
534431130,117383.3
905377020,136784.5
534431070,138515.2
527165130,173424.8
527302090,200386.6
907202100,118423.6
907295020,212994
527163010,179128.1
904101170,112706.6
535354070,123821
535154060,159823.7
907202240,159765.4
528280180,219176.8
905104240,131576.9
534201240,150649.8
528490040,223859.4
527454200,143107.9
535403030,133102.1
528490080,204055.6
527127150,202571.1
906204140,230540
903227090,130176.8
528108140,367936.4
902304040,147306.5
527450080,126468
923202025,203427.8
905427050,160067
533223010,174260.7
906475170,259675.5
534428020,139241.8
914474070,239945.1
907262070,189324.3
528114040,396553.4
923225260,151211.3
906426060,278440.8
527404020,130034.2
902125080,100531.1
903476100,88709.9
905475510,116451.1
534252240,159855.9
528228545,168359.1
534201280,134341.7
910205020,87163.6
907200340,133203.3
535382020,136552.5
906382040,211447.1
909252170,132284.1
904100090,142823.1
531382120,215865.3
535105110,167472.9
535350040,131760.2
907410130,273595.1
527376100,144992.1
535177020,124678.6
533221090,178251.2
906201023,259181.1
533208140,180549.4
532376110,136748.4
905100030,145657.5
534204030,144342.9
902101050,139971.4
916176030,146427.8
534129060,194039.2
533253050,161540
902204120,140316
905351089,187447.6
909275160,135019.3
528366040,339021.6
527403120,106077.4
905101490,135241.3
906382030,233470.8
534400120,173656.4
909428190,216576.9
527302070,181470.4
906200230,188446.8
909276160,294809.2
534151180,249531.8
903481010,83393.6
902106120,85914.3
910206010,61531.5
916380060,259941.1
902301080,112331
907175080,215617.7
527162130,193038.7
535151080,140085.7
527131110,243851.6
923202137,105530.9
533252130,208103
531367010,184601.8
923225190,109559.8
533215040,273310.8
535454030,92872
528344040,349677.9
906226070,116716.7
916125425,243285.7
527451640,111056
534129040,178593.7
528240060,194128.6
907401050,195726.8
533212150,146807.9
533210060,158063.7
528387030,267642.9
531385130,242231.6
907290230,141029.1
527328050,165795.9
907275140,292997.7
910203100,60041
916125360,186692
528110070,314725.8
526351030,177707.9
905426030,180980.9
528477030,223088.5
908102130,113696.4
535179060,162253.3
535450180,82779.1
902330010,140958.6
533213020,209823.8
531451290,189893.9
531375050,148660.4
528222060,183944.1
534476080,136915.8
531376060,193630.3
535455090,124002.8
527404140,110019.1
903206120,199313.8
910205130,136110.9
923226150,144036.5
533352150,168857.9
914478020,130615.1
905107320,129155.7
534151175,263484.9
923252075,142114.9
1007100110,133705.8
906475110,206880.7
534176250,138757.1
532477040,271154.7
531450040,173566.9
534278230,130161.9
527357180,258797.6
924100050,137751.8
911102090,84045
907410040,200944.5
527354040,232362.6
903226170,129147.6
535453160,122996
905106140,149174.1
528480070,259594
528456220,213736.9
904301110,108502.8
528120100,222303.1
535304020,138043.1
905101200,117133.2
528427040,205088.4
526355080,337847.1
535403150,141834
527427230,184769.9
923230180,133037.8
914452190,148112.9
905225080,203948
533352075,161885.4
527276160,199641.2
534275010,132933.3
528150040,346818.7
908102140,129705
923225080,126749.3
905104180,134976.5
535451010,107220.5
907194020,213872.5
527375160,195482.2
906223140,218664.3
907290170,140193.3
527451650,123313.9
528186090,286509.2
527451450,101252.2
535476350,165927.8
528480130,215065.5
535402220,172976
527403360,116100.5
532377060,120569.3
527354200,182755.6
908152260,151772.3
528326030,300204.7
527452100,137776.9
535152050,228000.9
923228180,77122.2
534104100,204969.9
902103150,123754
923203090,162716.5
903227140,130506.7
903426180,121368.1
528176010,483613.7
535450100,109138.6
905226030,102008.6
923276100,137234.4
528118030,389394.3
923225490,115101.3
914476450,215555
528458080,238998
535152280,140299.7
905426200,151897
906392120,278011.2
535402100,149748.7
907200190,140858.2
535302080,126144.7
535305160,109229.5
528221060,176828.1
533212050,157933
908208020,139758.5
534276010,119987.8
909256060,122675.1
528150080,329943.7
902134060,105274.4
534275220,124334.4
907410110,219496.5
923225370,105014.9
531452070,156583.8
534451110,126941.3
914475010,145014.4
527358140,185067.7
528250030,213746.3
528142010,298935.6
916460060,233611.3
535180020,157360
528386040,357902
906380070,359741.3
907260030,193680.7
535455060,120671.5
528358040,269453.6
909251030,133977.4
527164120,196905
528102010,370340.4
923229010,155147.8
527158020,179095.5
527455080,146788.6
907180040,210702.7
528327010,388356.3
528228280,192487
535180070,141353.7
905479110,118857.1
903484080,80411.2
534426110,139161
534479120,116529.1
905475520,91926.5
528174070,204837.6
916384080,236784
532377020,106549.3
909101190,117173.1
909275250,139343
905106170,123782.3
528172060,234533
532377100,129920.5
528290060,158772.8
534400060,165650.2
528221040,208523.6
531380080,240616.7
909455040,176764.4
907262060,253737.5
527455060,149907.9
531452020,124653.1
527425060,103946.8
909250030,97141.1
535180100,138480.4
923225200,131724.1
534128100,154511.4
528253020,231696.3
907230240,143067.5
527451020,116067.4
902103170,92392.7
534226120,130340.6
533250110,224294.9
907280090,245105
909101060,64602.8
535380050,138066.6
531475220,162350.6
907425030,145194.7
907192030,185407.4
535377100,84471.8
923202220,149841
923229100,193212.7
902106140,106296.5
909475230,322005
526303060,204818.9
528294050,170096.3
909275310,224668
528480040,258583.4
903226160,113657.6
905480030,114983.5
907425015,145107.2
528218150,175577.1
905352140,226106.2
907290020,262674.8
909251170,147772.6
535302070,128021.3
532378240,131195.6
527402130,110866.1
533221080,178451.1
905108170,149955.2
527158090,182375.8
535355020,201441.6
535451210,102628.9
528326110,315534
908152060,135874.2
908188140,134297.2
531375060,140649.8
902204060,127920
907194110,189915.6
907196060,197922.5
909250210,124071.5
902109160,121996.3
907192090,210219.6
908276140,115429.4
903456060,96464.4
535353060,113732.5
534175080,221202.2
903430080,116017.1
906223110,233772.7
528431050,265594.5
914476430,159196.2
906426195,271641.3
905226130,151473.3
528363110,360170.7
907412090,186636.1
905402110,133002.4
528102110,440721.8
908201100,82377.2
914476080,115911.3
533206040,171995
909281080,238339.5
902105130,81856.7
916403230,200352.2
