"PID","Sale_Price"
535101120,131033.8
535104120,166976
535105100,160305.7
535125070,233580.3
535125090,192178.1
535126010,195002.4
535126100,130663.5
535150070,121762.2
535151040,145472.3
535152230,157860
535154060,169671.6
535154130,147628.7
535175030,155790.8
535175050,147637.2
535178040,131270.1
535178120,147677.6
535179160,141330.9
535300120,167552.8
535301170,152624
535302120,137761.7
535303110,132798.4
535303150,123938.3
535304100,124570.1
535325290,113631.4
535351050,160578.2
535352090,113191.8
535353040,140248.4
535353060,111923.8
535353140,110049.9
535353240,156145.4
535354070,130820.1
535354100,128699.4
535375010,102523.8
535375050,130567.9
535376060,144645.6
535377150,105557.7
535378020,101536.9
535378120,114654.6
535381040,163508.6
535382100,155908.5
535383060,61948.1
535383070,116311.4
535383110,99764.6
535383120,83798.6
535402010,178481.8
535402090,153272.9
535402270,145088.3
535402330,171873.3
535403190,140388.5
535403210,133931.4
535403280,148432.6
535425070,176117.3
535426150,119933.3
535450070,132475.3
535450160,98660.5
535450200,115939.6
535451170,91641.2
535451250,140854
535452090,126940.9
535452100,137373.5
535452140,100215.5
535453100,134281.2
535453200,138100.1
535454100,129890.6
535454160,136228.8
535475010,147734.7
535476110,143417.2
535476240,130003.3
535477150,107032
902101010,114608.4
902102080,112653.5
902103100,114959.3
902103120,125021.9
902103170,81163.7
902105050,125768.4
902105060,123109.1
902106010,146331.2
902106060,117726.2
902109130,97371.3
902109140,127851.1
902110080,133486.2
902134120,102268.8
902135020,94772.4
902201110,126858.4
902202150,104642.6
902204080,90137.6
902205010,52315.3
902205030,52909.6
902206260,93815
902207170,95866.1
902300090,112067.9
902301060,105101.1
902301080,111848.1
902325070,110610.2
902326030,233934.9
902327070,125743.4
902329080,118122.1
902330040,172904
902331010,67340.7
902401130,140676.4
902402150,94700.9
902405100,130346.3
902405120,115673.9
902406070,146775.1
902477120,45384.6
902477130,54235.1
903200080,200840.3
903201020,139379.3
903201080,147051.5
903202170,135705.5
903205040,106336.9
903226130,112750.8
903226170,125860.9
903227070,118740.2
903227090,126400.1
903228070,109789.4
903228120,108889.9
903230100,127411.1
903231010,137570.9
903231030,129391.2
903231060,63932.8
903231130,106295.7
903232060,107088
903234220,143109.1
903236040,121800.6
903400220,188006.8
903425245,160992.3
903427120,143061.9
903429080,154006.5
903429110,159049.6
903430060,107682.6
903430070,80418.8
903451090,143144.6
903458170,105868.1
903475100,123481.5
903476090,124008.4
903481120,124119.4
903481130,84424.7
903484110,120293.3
904100190,87779.5
904301060,170463.1
904301070,171102.8
904301100,151021
904301375,69441.2
904351200,109710.6
904351240,96251.1
905101260,173899.8
905101490,136850.9
905103040,171073.6
905103070,123716.9
905105190,128988.6
905107310,145530.5
905108190,135378.9
905108220,135114.1
905200220,136111.6
905200260,152845.7
905200350,152245.8
905225090,163223.6
905228050,66525.4
905229040,151691.8
905325020,190751.4
905377010,132990.3
905377130,106781
905401100,191332.2
905402060,164079.6
905402070,121036.6
905450020,153035.9
905451300,125735.9
905451340,133605.8
905452040,151453
905452050,86602.3
905475160,128007.8
905475500,85445.6
905476230,141844.6
905478030,147055
905480030,116167.9
905480210,114965.8
906201021,160000.4
906201050,162470.5
906201130,288937.4
906203120,284583.8
906223060,197528
906223080,234639.5
906223210,238500.5
906226060,148069.5
906226070,119583.9
906226080,146408.2
906226090,145156.2
906226100,119582.3
906226110,119769.2
906226120,142953
906226130,149592.1
906226140,119812.7
906230010,271140.8
906230020,267741.7
906230030,267741.7
906340100,312913.3
906340110,304023.1
906340120,293030.6
906340130,323309.1
906378110,235672.6
906380050,212058.8
906380060,276834.6
906380100,249759.4
906380130,228016.6
906380210,199841.6
906380220,219616.8
906392070,198167.5
906392110,256552.4
906392130,176552.3
906402060,246325.6
906426210,229699.8
906475070,175789.8
907126010,151655.5
907126050,142959.7
907130100,215838.9
907131090,206446.8
907131190,199696.8
907135040,148784.8
907135170,146113.3
907175100,198454.8
907180130,217830.6
907181100,196731.8
907185050,202541.1
907192030,187523.1
907192090,224866.5
907194010,221671.3
907194110,191107.6
907194160,204891.2
907196060,210473.8
907200230,123398.5
907201220,136193.3
907201280,135265.1
907202050,142543.4
907202080,135732.5
907202130,145639.7
907227030,132481.5
907227080,125132.4
907227110,131388.9
907227290,131428.4
907250070,248280
907252060,252154.7
907252210,243632.4
907252220,244766.6
907253130,312362.6
907260030,197144.3
907265010,210271.8
907275010,226499.6
907275090,226617.5
907275140,277598.4
907280170,210766.2
907285020,222718.1
907285050,192514.8
907290070,180934.1
907290090,222876.7
907290180,142204
907290210,141380.7
907410130,278570
907412020,193035.5
907414020,199119.2
907414080,176704.1
907420040,173590.2
908102050,114433.5
908102270,162721.8
908102290,107703.2
908128060,205871.7
908151050,157830.2
908152035,128941.8
908152100,128807.8
908154040,312319.6
908186080,144356.5
908201040,106099
908203090,95811
908225290,122723.2
908225370,101694.8
908229020,96338.2
908250030,83031.9
908275040,123758.6
908275110,121790.2
908276150,101407.3
909101010,118145.8
909101100,124169.6
909101140,127257.3
909129090,143243.7
909129100,146434.2
909175080,65718.3
909178160,138704.8
909179020,223200.4
909250080,109766.3
909250220,148059.6
909251050,147142.8
909251170,142447.1
909252020,145224
909253010,154043.5
909253180,139270.1
909254010,125173.3
909257050,224156.5
909275080,159537
909276110,165309.5
909276200,150184.3
909277090,151343.1
909277100,122760.3
909278020,142196.1
909279010,203186.8
909282130,140586.4
909425060,167203.7
909425130,190884.8
909426090,157062
909427200,153885.3
909428240,209017.7
909451040,116646.8
909451100,131497.3
909451140,123214.5
909451180,124651.7
909452050,204259.9
909475040,292155.2
909475300,222361.6
910202070,134499
910204050,135516.9
910205020,79441.7
911103050,89141.7
911104060,71081.2
911370500,261577.4
912251110,59894.5
914465020,249367.7
914465040,251863.9
914465055,242290.5
914474070,216426.3
914475010,146194.2
914475030,169621.5
914476020,133087.5
914476380,173664.1
914476430,166860.6
916176030,146287.3
916176125,305065.5
916380070,299562.3
916382010,203367.6
916382100,391012.3
916382110,308175.5
916386140,211513
916403010,178159.2
916403200,213093
916403250,214234.7
916455070,212338.7
916460110,187456.4
916475040,342447.2
921128050,369624.8
923201100,138437.9
923202060,156512.8
923203110,161991.3
923203190,164668.8
923225360,93291.2
923225490,127922.9
923226270,85266.1
923227080,163591.4
923228110,81592.7
923228150,100689.6
923228230,89509.1
923230200,129961.4
923252075,133987.4
923275040,161772.7
923275140,114944.5
923276260,145718.9
923400025,147203.9
923400110,135737
924100040,199703.5
924100060,175429.3
526351030,173829.3
526353050,222997.6
526354070,200007.7
527105050,184609
527106050,169164.4
527106140,192954.3
527106150,190809
527107010,180515.2
527107090,183013.2
527107210,180439.2
527127140,280622.1
527131110,255224.4
527140090,193056.9
527145090,181943.7
527161010,183470.1
527162180,182418.8
527163100,187866.6
527164120,198184.7
527165010,184639.7
527183030,188787.9
527183060,189920.4
527208010,343496.8
527212050,305865.3
527214030,383199.6
527226020,132678.6
527252080,320864.9
527276040,141768.3
527301170,210440.6
527301245,239749.1
527302050,178814.5
527302070,179599
527302185,245120.2
527302210,225718.1
527325070,249713.6
527325240,167886.7
527326130,168738.7
527354160,185528.9
527357110,138263.1
527357180,253718.9
527358120,173871.4
527359030,161932.2
527359070,193231.2
527378020,157071
527380240,309720.5
527401130,135699
527402060,147901.5
527402130,113391.1
527403360,123749.1
527425035,115148.3
527427110,182182.9
527450110,101108.8
527450250,101886.1
527450520,101601.1
527451060,100998.3
527451290,96950
527451400,100812.8
527451550,112939.2
527452150,138183.3
527453160,142572.2
527454120,137540
527455270,111031
528102030,378460
528102110,406020.6
528104050,413403.8
528104080,396692.4
528108150,295285.2
528110080,353115.4
528110110,428834.6
528114040,389846.2
528118030,404273.7
528118090,435632.3
528120130,366574.8
528142020,257757.3
528142140,320484.1
528164060,533299.1
528166120,409962.4
528170070,277272.1
528172080,280583.6
528178070,395070
528178090,369365.3
528180110,333109.1
528180140,358718.4
528181010,202977.1
528186030,275301
528186080,274879.8
528186130,364325.9
528186160,217498
528186170,216439.5
528188090,167075.8
528188150,164736.1
528190010,207146.9
528228345,235999.3
528228405,244551.4
528228445,198137.7
528228465,171151
528228540,184997.1
528235020,180765.5
528235120,189232.6
528235180,186075.6
528240040,176181
528240050,189785.6
528250030,215286.9
528253020,221057.7
528280130,190923.3
528280180,223114.8
528290010,186021.2
528290090,174632.1
528292060,231390.8
528294060,184201.4
528315060,268600.8
528315110,323454.5
528326030,267473.4
528326110,313751.8
528346050,340669.1
528354100,263597.1
528363020,315714.4
528363110,347038.9
528365060,335259
528365080,282691.5
528387050,262484.3
528390020,306304.7
528427010,238619.7
528427070,245911.1
528429050,237098.4
528429070,275684.6
528429080,256315.8
528431060,238163.3
528431080,224783.4
528431120,257428
528435020,281277.6
528439010,234480.7
528458030,213906
528458050,229892.6
528462040,192887.7
528477040,220314
528478030,254624.8
528478040,252169.4
528480060,305027.5
528480160,199790.2
528482020,254324.8
528488140,212999.2
528490080,206451.9
531363060,140655.5
531371070,191607.6
531373060,189511.6
531375050,148632.1
531375110,154485.1
531375120,153617.1
531376010,178445.7
531376070,170933.5
531382090,183480.6
531382110,188169.8
531382120,202013.5
531384030,189456.9
531385060,193510.4
531450030,182178.1
531450090,177749.3
531450170,187176.3
531451020,233471.1
531452140,162303.4
532351050,128726.7
532353050,136318.2
532354150,132720
532376170,115475.3
532377020,117942.1
532378200,130475.2
532477030,184162.5
532479020,146151.3
533125080,277108.1
533125140,342533.1
533206050,193581.9
533208080,162898.4
533208140,179803.4
533212050,158274.7
533212140,153124.1
533212150,154477.4
533213070,173677
533213120,172938.5
533215020,273918.7
533215030,252547.3
533215040,270829.4
533215070,278101.4
533215080,303087.6
533217050,158820.4
533217060,161838.4
533234020,208109.9
533236060,186052.4
533236070,189398.9
533236090,306979.6
533250050,231745.8
533250110,211728.4
533250160,272776.6
533251120,163933.9
533350090,187739.4
533350120,271764.6
534104100,205478.4
534126090,172673.3
534127210,175581.6
534127230,157879.1
534128050,153116
534129060,203041.1
534175140,140608.1
534177180,232890.9
534201240,145658.4
534202130,141389.8
534204030,136033.8
534225110,139814.7
534225120,142424.3
534250010,136846.9
534250335,167614.8
534250370,263826.6
534250410,188278.3
534251280,162528.9
534252090,147666.5
534252270,179326.9
534276190,103781.7
534277060,113583.9
534277070,126904.3
534400030,150743.5
534400060,166981
534401130,161373.5
534401190,141844.2
534403050,142668.5
534403080,175037.1
534403100,159382.9
534403260,138835.1
534426040,144517.7
534427040,144998.8
534428020,140952.5
534428100,148564.4
534451080,71919.7
534451170,66235.8
534452060,119860.2
534453140,87564.6
534455030,149421.5
534477080,122017.4
534477090,141806.3
534477270,162970.2
534479150,128526.6
535103050,191776.7
535104020,161475.7
535105030,138767.4
535105060,177432.2
535105090,153491.3
535126140,222723.3
535150210,135123.7
535150280,129369.7
535151160,141184.9
535152200,139245.5
535153140,171755.5
535153150,159701.2
535176100,167896.1
535178060,139837.3
535179060,162950.3
535180100,135253.2
535180120,134014.7
535301080,116007.5
535302130,136713.3
535302140,120980.1
535303030,176663.5
535305030,131835.9
535305160,112316.5
535327230,115530.8
535352080,119828.4
535354200,145140.4
535375140,86702.4
535375160,110929.6
535380050,138709
535380110,89714.4
535380140,137155.9
535383100,103400.5
535402120,169468.4
535403010,138043.6
535425060,176013.4
535426260,155115
535426350,146130.8
535427070,236256.5
535451010,115991.2
535451050,103908.7
535451230,110823.6
535452120,131830.9
535453020,153991
535453040,127160.2
535453210,150321.1
535454150,136758.7
535455060,113606.2
535455080,109207.8
535455090,124806.2
535456050,124690.3
535456070,139437.5
535456100,110721.6
535475020,165277
535476370,164208.4
535477090,133667.3
902100020,133612.3
902100030,79647.7
902102060,155172.5
902103150,123859.7
902105010,109037.7
902105020,233729.7
902105130,75489.3
902107030,125754.2
902109080,119396.5
902109110,195005.4
902109120,128914.4
902109160,118801.9
902128075,106880.6
902128150,150398.8
902134100,86537.5
902136110,95452.1
902201120,110864.2
902201140,142768.7
902202090,127629
902205070,48246.2
902205090,112504.2
902205140,107901.9
902207120,114661.4
902207220,292124.8
902300110,134725.2
902300215,147430.4
902300260,128783.3
902301140,93451.9
902301150,109229.1
902304060,133130.2
902305080,148602.9
902306120,126119.6
902306130,152258.4
902326060,156914.5
902328040,129502.7
902330010,121911
902401010,112132.9
902401120,256727.5
902402260,61869.2
902405070,183522.2
902406020,110584.8
902406090,129889.3
902427045,98124.1
902427150,114443.7
903201030,138174.8
903204010,129662.9
903204095,107314
903206070,146771.1
903225050,104860.9
903225140,123172.3
903225160,108766.2
903226060,153057.2
903226150,116199.6
903227080,115302.9
903228040,152483.8
903228060,115395.2
903228090,106687.1
903230110,118039.7
903230120,84845.7
903231080,107100.6
903232030,83251.3
903232090,143659.8
903233080,150449.9
903234090,129242.1
903234100,132579.4
903235010,128221.9
903235100,69896.7
903236010,125224.8
903400180,167489.2
903401020,163788.2
903401030,157318.7
903401050,138704.6
903425420,120316.1
903426160,140167
903427090,143341.3
903429010,120593.5
903452025,92877.3
903453050,135477.2
903454100,146953.1
903455030,118907.4
903455140,124109.7
903456130,127153.6
903458110,103050.8
903475020,118440.5
903476110,103031.9
903481010,95825.2
903481100,95972.8
903484020,129075.6
904100020,120876.4
904100040,134853.1
904100160,133718.5
904101170,155244.8
904351280,121417.4
905100020,141852.2
905102170,128343.9
905103030,154802.9
905104080,111413
905104110,142369.8
905104180,133319.3
905107280,150964.9
905107380,125265.5
905108170,147680.6
905200090,121226.5
905200100,108934.2
905200160,93213.8
905200510,142983.6
905201020,140875.2
905201110,149988
905201120,159621.1
905202230,172030
905225040,137045.4
905226030,101513.1
905226110,150977.2
905227050,144339.8
905300020,142293.1
905351089,179499.3
905352030,192212.6
905352070,229234.6
905401045,209371.6
905401060,208647.5
905402090,166418.7
905403060,108490.7
905403150,149299.7
905425125,191493.8
905426030,162225
905427050,174657.4
905427070,224381.8
905451330,147681.8
905452070,100072.7
905452120,132247.1
905476120,119968.6
905477050,113067.9
905479110,123521.3
905480150,80229.3
905480240,92096.4
906204150,257010.3
906204280,259263.8
906223110,236338.9
906223140,232664
906223220,211116.7
906378190,175677.3
906380030,246654.2
906412010,412110
906412050,340200.9
906420130,238734.9
906424010,246456.7
906475100,189208.6
906476030,194198.7
907126030,150288.1
907135020,144983.1
907135260,146190
907175080,202232.6
907176010,205801.4
907181120,200035.9
907181140,200010.8
907187030,193387.1
907187080,195886.1
907192130,221174.1
907194020,226377.8
907196040,216505.6
907196050,221803.2
907200110,130785.5
907201060,147042.8
907202010,150942.8
907202160,143912.5
907202190,140030
907202240,162110.2
907203090,115338.1
907227050,125922.9
907227300,124680
907250020,244419.2
907251090,238876.6
907253060,247287.9
907253110,243705
907254020,236238.3
907254090,229485.7
907255020,273029.6
907255030,269981.6
907255060,302103.4
907260010,257356.8
907262030,214411.4
907262060,243805.2
907262070,186333.8
907265100,211336.2
907285080,212778
907290150,136844.4
907290250,143786.5
907295020,210474.3
907295100,236205.1
907405020,220093.3
907405140,201712.9
907412040,189096
907412070,204140.6
907412080,186109.1
907412090,187159.7
907418010,223576.3
907418040,194729.5
907420080,176336.4
907425010,146658.4
907425015,145737.7
907425030,146206.3
907425035,145947.6
908102030,89420
908102040,146943.6
908102140,133772.9
908102260,148929
908103260,148960
908103280,136790.8
908127120,113393.5
908128050,132844.2
908128110,172124.5
908151040,151602.7
908152110,157340.2
908152270,148936.6
908154080,264039.2
908154235,210950.5
908186040,143846.4
908201100,81713.5
908201110,80489.5
908201120,121375.1
908204160,82812.6
908225170,91306.3
908226120,97259.8
908250040,99866.1
908250090,105295.3
908275130,129103.1
908275180,130919.3
908275280,131082.4
908276140,104726.2
909100150,113536.1
909100170,92496.7
909101060,73033.3
909101180,132296.8
909131170,128599.5
909175050,175401.1
909175100,153915.5
909177120,155395.9
909201110,119609.5
909250040,186214.3
909250230,162590.4
909251080,139169.7
909251090,193644
909252110,148365.9
909252220,140682.3
909253190,91464.6
909254050,158320.4
909256060,121409.2
909275040,145070.6
909275050,148006.2
909276170,180395.9
909277040,185309.8
909277070,114706
909281030,109347
909281110,219473.6
909282030,331468
909425010,259606.8
909425085,243754.1
909428170,200149.7
909428190,221436.3
909451020,119390.6
909451150,155238.3
910200080,119524.4
910201130,116509
910202050,62285.5
910202100,120707.5
910203020,97916.3
910203090,105680
910205010,148067.5
910206110,100384
910226040,156752.2
910251050,28046.5
911102090,86268.5
911102170,59365.9
911102180,81474.7
911226010,95446.7
911226030,69025.4
911370410,330658.5
911370490,275450.4
911370520,255551.8
911370540,266620.2
914453045,306375.6
914465060,271541.5
914467050,214548.4
914475020,147195.3
914476010,165641.1
914476080,115620.6
914476450,215541.7
916125425,221520.3
916226030,216094.7
916325080,262155.4
916380060,271840.8
916382120,275752.1
916384100,250831.3
916386040,172241.4
916386080,168095.2
916386180,216154.1
916402015,170446.7
